time,Coal,Cogeneration,Combined Cycle (Gas),Eolic,Hydraulic,Non-Renewable Residues,Nuclear,Pumped Storage Hydropower,Renewables Other,Solar Photovoltaic,Solar Thermal
2022-12-01 10:00:00,1025.0,1840.5,7323.15,6233.025,3643.2,225.2,7061.3,400.45,491.6,5357.425,24.6
2022-12-01 11:00:00,975.0,1829.7,7017.9,5922.9,3073.3,225.6,7057.3,302.5,510.7,6807.2,104.0
2022-12-01 12:00:00,965.0,1824.4,7271.125,6031.575,2984.8,225.9,7054.4,307.5,494.7,7438.35,285.2
2022-12-01 13:00:00,970.0,1826.9,7507.3,6228.4,2275.0,241.2,7053.3,320.0,498.2,7569.4,380.8
2022-12-01 14:00:00,970.0,1826.7,7436.65,6355.85,2290.6,261.7,7053.3,320.0,499.4,7249.75,482.7
2022-12-01 15:00:00,970.0,1839.333,7604.65,6571.225,2174.275,260.6,7049.3,320.0,519.4,6201.525,530.4
2022-12-01 16:00:00,970.0,1832.9,8032.45,6752.325,3484.2,257.9,7049.3,496.15,519.9,3731.15,567.7
2022-12-01 17:00:00,985.0,1877.7,8428.425,7228.625,4720.05,259.2,7051.3,437.525,525.1,835.05,342.3
2022-12-01 18:00:00,1045.0,1907.3,8924.725,7795.8,5188.8,262.5,7053.3,663.675,523.0,55.3,120.4
2022-12-01 19:00:00,1045.0,1916.1,9080.0,8251.25,5431.9,263.3,7055.3,936.375,520.0,25.1,91.8
2022-12-01 20:00:00,1005.0,1911.6,9038.9,8667.125,5422.4,263.4,7057.3,580.25,517.8,5.9,61.6
2022-12-01 21:00:00,995.0,1908.9,8724.5,8525.975,5155.4,264.4,7059.3,575.75,521.5,2.6,25.5
2022-12-01 22:00:00,1000.0,1809.467,8357.325,7657.25,4295.425,258.0,7059.3,188.75,519.0,5.1,23.5
2022-12-01 23:00:00,980.0,1805.8,7793.05,7056.85,3491.5,254.3,7065.3,80.0,491.2,5.5,15.5
2022-12-02 00:00:00,1010.0,1799.7,9424.175,6787.425,1973.9,256.2,7065.9,90.0,515.9,0.1,8.5
2022-12-02 01:00:00,1010.0,1803.0,9020.825,6185.65,1952.7,258.6,7067.0,67.5,515.6,0.1,8.5
2022-12-02 02:00:00,1010.0,1813.3,8536.125,5592.75,1975.5,258.3,7067.9,15.0,510.2,0.1,8.5
2022-12-02 03:00:00,1010.0,1812.5,8529.0,5158.9,1975.3,259.2,7067.0,0.0,493.2,0.1,8.5
2022-12-02 04:00:00,1010.0,1808.0,8833.5,4874.95,2006.0,259.9,7067.0,0.0,513.1,0.1,8.5
2022-12-02 05:00:00,1013.775,1805.1,9452.75,4618.825,2116.3,259.3,7068.7,0.0,512.0,0.1,8.5
2022-12-02 06:00:00,1013.775,1792.0,9608.4,4161.075,2417.0,257.0,7068.7,415.95,518.3,0.2,8.5
2022-12-02 07:00:00,1029.15,1799.9,11183.75,3771.25,4083.725,265.0,7068.7,229.1,520.2,2.3,8.6
2022-12-02 08:00:00,1025.0,1804.2,11632.15,3513.925,4305.5,264.2,7068.7,138.5,523.8,454.425,8.6
2022-12-02 09:00:00,1032.5,1761.3,11727.325,3224.65,4288.6,263.7,7069.6,74.35,519.9,3000.725,14.8
2022-12-02 10:00:00,1042.5,1774.6,11799.325,2936.575,3396.9,263.6,7068.7,122.475,492.8,5958.825,191.5
2022-12-02 11:00:00,1038.725,1770.2,11818.8,2501.85,2888.4,264.0,7065.9,83.367,495.3,7253.275,489.6
2022-12-02 12:00:00,1044.758,1741.5,12112.767,2307.38,2812.7,264.3,7057.9,135.15,498.0,7734.6,645.8
2022-12-02 13:00:00,1046.15,1756.2,12584.3,1779.575,3229.7,264.5,7053.9,130.6,519.9,7697.175,749.6
2022-12-02 14:00:00,1044.175,1754.5,12803.45,1564.325,3250.8,265.1,7051.9,50.0,519.1,7349.55,760.1
2022-12-02 15:00:00,1087.975,1754.6,13136.725,1509.9,4059.0,264.2,7051.9,62.0,518.6,6342.2,745.1
2022-12-02 16:00:00,1121.675,1763.1,13653.575,1526.325,4626.55,262.6,7051.9,255.9,521.7,3902.5,881.9
2022-12-02 17:00:00,1175.0,1853.8,14674.1,1693.275,5197.25,264.2,7055.9,980.95,525.5,941.325,612.6
2022-12-02 18:00:00,1190.3,1873.3,14463.775,1788.675,5579.85,266.0,7057.9,731.25,526.0,40.2,234.9
2022-12-02 19:00:00,1280.0,1876.8,15030.25,2191.5,5592.725,266.7,7061.9,1202.65,527.1,19.5,126.0
2022-12-02 20:00:00,1300.0,1898.8,14543.7,2239.4,5578.35,265.1,7063.9,744.575,524.2,5.8,44.5
2022-12-02 21:00:00,1260.0,1898.2,14332.375,2144.75,5351.9,266.6,7065.9,377.6,528.8,2.5,24.5
2022-12-02 22:00:00,1301.25,1877.9,13693.825,2220.925,5072.55,263.1,7067.9,349.4,525.1,2.1,24.5
2022-12-02 23:00:00,1285.05,1867.5,12801.4,2249.15,3449.1,264.6,7067.9,372.95,522.5,0.9,15.5
2022-12-03 00:00:00,1184.1,1850.9,9495.825,2475.45,4309.95,267.6,7037.2,195.6,517.4,0.1,8.5
2022-12-03 01:00:00,1175.0,1836.8,9192.2,2552.75,4225.55,268.9,7036.3,0.0,507.4,0.1,8.5
2022-12-03 02:00:00,1165.0,1922.5,9078.175,2767.9,3947.5,267.8,7037.2,307.0,507.6,0.1,8.5
2022-12-03 03:00:00,980.0,1923.2,8861.9,2888.275,3219.725,269.1,7037.2,445.0,485.6,0.1,8.5
2022-12-03 04:00:00,797.5,1828.4,8975.6,3037.25,2658.65,266.2,7036.3,402.975,509.8,0.1,8.5
2022-12-03 05:00:00,865.0,1822.2,9167.1,3074.3,2388.2,267.1,7036.3,367.075,490.1,0.1,8.5
2022-12-03 06:00:00,950.0,1802.7,9186.625,3093.65,2504.675,265.9,7036.3,556.0,495.2,0.2,8.5
2022-12-03 07:00:00,1020.0,1828.0,9468.9,3037.45,2732.8,268.8,7037.2,1170.175,493.2,3.0,8.6
2022-12-03 08:00:00,1020.0,1823.3,9820.1,3115.325,3016.525,264.9,7036.3,735.575,524.9,524.125,8.9
2022-12-03 09:00:00,1020.0,1797.6,9659.25,3191.0,2568.9,264.4,7037.2,890.45,528.4,3185.025,23.5
2022-12-03 10:00:00,1020.0,1788.2,8906.2,3287.75,2409.725,264.3,7035.5,947.4,489.1,6321.75,138.9
2022-12-03 11:00:00,1020.0,1762.6,8515.5,3364.025,2679.9,264.7,7033.5,803.875,486.6,7904.775,458.5
2022-12-03 12:00:00,1020.0,1757.5,8332.7,3585.725,2353.775,265.1,7031.5,804.35,486.6,8009.025,640.3
2022-12-03 13:00:00,1020.0,1756.7,8513.8,3700.675,2484.875,265.2,7029.5,762.375,482.2,7713.15,626.0
2022-12-03 14:00:00,1020.0,1752.4,9312.45,3765.225,2775.3,265.1,7027.5,836.525,481.1,6939.65,626.2
2022-12-03 15:00:00,1020.0,1753.7,10631.2,3641.2,2598.6,264.5,7027.5,460.45,484.2,5585.725,575.9
2022-12-03 16:00:00,1020.0,1749.1,12102.125,3458.875,4073.8,263.8,7027.5,479.925,521.2,3103.725,528.6
2022-12-03 17:00:00,1020.0,1754.3,12458.175,3225.825,4565.8,264.9,7027.5,696.75,522.0,678.8,218.4
2022-12-03 18:00:00,1020.0,1798.0,13295.1,3373.1,5211.3,268.0,7029.5,693.55,526.8,94.4,73.5
2022-12-03 19:00:00,1020.0,1813.2,13137.85,3392.6,5316.65,268.3,7029.5,780.75,527.2,100.0,57.8
2022-12-03 20:00:00,1020.0,1814.8,12656.5,3280.65,5625.9,267.7,7033.5,762.5,529.6,80.3,49.25
2022-12-03 21:00:00,1020.0,1821.5,12215.075,3310.025,5503.0,268.3,7035.5,690.75,534.1,85.6,42.0
2022-12-03 22:00:00,1020.0,1813.5,11936.675,3121.3,4655.575,268.9,7037.2,656.25,530.0,23.7,40.75
2022-12-03 23:00:00,1030.0,1814.5,11096.95,3057.875,3776.275,269.3,7038.2,162.5,525.9,9.2,40.0
2022-12-04 00:00:00,1020.0,1716.1,8794.2,3057.1,3918.35,265.5,7038.4,139.4,524.4,0.2,33.9
2022-12-04 01:00:00,1020.0,1719.5,8078.625,2692.925,3440.4,265.7,7037.5,0.0,521.1,0.2,8.9
2022-12-04 02:00:00,1006.0,1721.9,7990.375,2515.775,2244.925,264.7,7037.5,235.225,520.7,0.2,8.5
2022-12-04 03:00:00,1014.0,1706.1,7760.45,2295.175,2654.8,265.9,7038.4,407.5,518.6,0.2,8.5
2022-12-04 04:00:00,1007.0,1702.4,7715.975,2298.475,2319.95,255.5,7037.5,333.35,521.0,0.2,8.5
2022-12-04 05:00:00,1012.0,1703.5,7939.4,2035.125,2682.925,256.4,7037.5,397.325,518.4,0.2,8.5
2022-12-04 06:00:00,1020.0,1688.0,8024.6,1833.525,2969.15,252.8,7037.5,106.0,520.5,0.2,8.5
2022-12-04 07:00:00,1055.0,1693.5,7972.8,1776.125,3355.625,252.0,7037.5,312.45,519.7,3.4,8.6
2022-12-04 08:00:00,1063.0,1695.4,8188.025,1845.55,3681.125,254.3,7037.5,221.75,523.0,274.725,8.7
2022-12-04 09:00:00,1063.0,1696.8,8315.25,1912.5,3463.425,253.8,7038.4,497.725,526.5,2177.725,8.8
2022-12-04 10:00:00,1038.0,1699.8,8357.7,2030.825,3631.15,253.5,7036.7,275.65,527.4,4494.575,18.1
2022-12-04 11:00:00,1063.0,1689.1,8331.525,2127.0,3361.225,253.9,7034.7,241.675,524.6,6037.125,85.3
2022-12-04 12:00:00,1040.0,1684.1,7841.15,2239.4,3647.35,253.6,7031.8,150.0,504.5,7182.6,215.9
2022-12-04 13:00:00,1029.0,1677.3,8213.9,2777.6,2619.825,253.7,7030.7,61.05,507.5,7154.225,333.3
2022-12-04 14:00:00,1032.5,1679.8,8424.642,3232.95,1964.3,253.6,7028.7,0.0,507.9,6968.325,342.0
2022-12-04 15:00:00,1125.0,1672.2,8277.525,3219.2,1668.6,253.0,7028.7,0.0,505.2,5810.375,359.7
2022-12-04 16:00:00,1260.0,1686.05,9222.05,2789.675,2306.3,252.3,7028.7,407.0,513.4,3405.05,320.1
2022-12-04 17:00:00,1316.25,1749.45,10546.225,2446.75,4181.75,253.4,7028.7,838.675,511.6,754.475,149.1
2022-12-04 18:00:00,1360.0,1790.4,10559.2,2677.95,5491.05,253.7,7034.4,808.675,519.8,32.2,17.4
2022-12-04 19:00:00,1370.0,1805.1,10335.625,2508.5,5962.95,256.4,7034.4,707.55,527.0,58.3,9.0
2022-12-04 20:00:00,1389.9,1827.0,10377.2,3001.575,6063.25,254.4,7036.4,692.625,526.0,73.4,7.0
2022-12-04 21:00:00,1340.0,1807.8,10399.75,3084.15,5446.1,256.2,7036.5,481.275,525.9,139.7,7.0
2022-12-04 22:00:00,1340.0,1767.2,10022.375,3175.525,4812.6,252.2,7037.5,330.0,524.2,2.1,7.0
2022-12-04 23:00:00,1415.0,1733.8,8824.525,3501.575,3584.0,255.6,7039.4,139.7,519.7,1.0,7.0
2022-12-05 00:00:00,1380.725,1753.7,8361.05,3805.1,1983.05,244.3,7037.5,86.0,513.9,0.2,7.0
2022-12-05 01:00:00,1431.25,1718.0,6832.425,3976.675,1622.0,245.6,7035.6,0.0,516.9,0.2,7.0
2022-12-05 02:00:00,1325.0,1705.3,7211.4,3959.975,1531.925,244.3,7037.5,40.0,512.4,0.2,7.0
2022-12-05 03:00:00,1235.0,1698.4,7297.1,4265.925,1541.075,245.2,7037.5,20.0,479.39,0.2,7.0
2022-12-05 04:00:00,1235.0,1696.1,6727.3,4566.15,1512.4,244.8,7036.6,0.0,462.0,0.2,7.0
2022-12-05 05:00:00,1235.0,1724.7,6866.525,4979.675,1571.8,245.1,7036.6,145.0,469.1,0.2,7.0
2022-12-05 06:00:00,1235.0,1743.4,7241.6,5467.05,1907.2,243.2,7036.6,469.325,479.3,0.2,7.0
2022-12-05 07:00:00,1201.9,1832.0,8323.25,5746.8,2658.75,243.7,7037.5,681.8,480.7,2.1,7.0
2022-12-05 08:00:00,1179.7,1911.5,9131.5,6464.6,2986.25,242.8,7036.6,1132.175,476.0,201.325,14.0
2022-12-05 09:00:00,1188.0,1935.8,9338.6,6550.825,3643.025,243.1,7037.5,1041.6,476.7,1103.45,22.8
2022-12-05 10:00:00,1175.0,1930.5,9820.35,6280.475,3315.875,244.7,7065.8,881.2,480.8,2327.225,22.9
2022-12-05 11:00:00,1175.0,1934.75,9976.65,5973.225,3105.825,244.7,7063.8,778.75,502.3,2992.0,23.1
2022-12-05 12:00:00,1164.2,1901.7,10349.9,5894.35,2817.75,244.4,7060.9,792.45,522.9,3230.45,32.8
2022-12-05 13:00:00,1195.0,1899.6,10681.85,5830.8,3388.25,244.4,7059.8,247.55,527.6,3256.2,42.8
2022-12-05 14:00:00,1145.0,1916.1,11503.125,6043.8,3302.2,244.8,7057.8,65.375,521.8,3029.275,40.7
2022-12-05 15:00:00,1195.0,1910.7,11275.35,6036.05,3986.1,244.2,7057.8,157.775,521.6,2346.75,26.3
2022-12-05 16:00:00,1213.5,1912.2,11204.375,6319.35,4255.3,243.6,7057.8,265.125,527.9,1227.575,13.0
2022-12-05 17:00:00,1192.6,1935.9,11507.15,6471.5,4730.45,243.2,7057.8,754.0,532.1,306.9,7.0
2022-12-05 18:00:00,1215.0,1981.8,11640.931,6577.325,5154.7,243.0,7059.8,1062.45,529.8,41.1,7.0
2022-12-05 19:00:00,1220.1,2020.9,11422.259,6560.7,5167.6,247.6,7059.8,1238.0,532.8,42.4,7.0
2022-12-05 20:00:00,1255.0,2071.7,11740.275,6645.725,5138.5,248.9,7063.8,1085.075,534.1,43.4,7.0
2022-12-05 21:00:00,1220.0,2058.558,11854.85,5977.95,4902.3,249.4,7065.8,732.925,523.7,2.7,7.0
2022-12-05 22:00:00,1153.75,1989.7,11263.05,5384.6,4338.35,247.0,7067.5,614.475,529.4,2.1,7.0
2022-12-05 23:00:00,1155.0,1913.0,10211.725,4824.35,3260.225,247.3,7068.5,306.9,525.2,2.0,7.0
2022-12-06 00:00:00,1039.583,1777.4,10138.375,4751.675,1993.7,250.6,7071.7,195.25,517.9,0.2,7.0
2022-12-06 01:00:00,790.0,1812.8,9396.175,4372.625,1960.3,251.3,7067.8,116.25,513.4,0.2,7.0
2022-12-06 02:00:00,787.5,1814.0,9875.15,3587.475,1689.975,250.7,7069.8,0.0,513.0,0.2,7.2
2022-12-06 03:00:00,840.0,1811.5,9450.9,3059.275,2126.675,251.6,7069.8,0.0,517.7,0.2,7.0
2022-12-06 04:00:00,920.0,1835.7,9422.9,2533.5,2302.3,251.9,7068.8,0.0,507.0,0.2,11.0
2022-12-06 05:00:00,975.0,1836.2,9886.075,2084.975,2232.0,251.7,7069.8,0.0,511.3,0.2,10.0
2022-12-06 06:00:00,1072.333,1837.3,11147.625,1743.15,2330.75,250.1,7068.8,373.275,478.175,0.2,7.0
2022-12-06 07:00:00,1165.0,1815.9,12074.275,1672.225,3355.975,250.8,7068.8,0.0,492.3,3.0,7.1
2022-12-06 08:00:00,1167.78,1820.9,12930.925,1398.525,3547.7,247.4,7069.8,793.0,506.9,170.675,7.1
2022-12-06 09:00:00,1100.0,1818.5,13836.75,1090.875,3736.05,247.0,7071.7,729.025,497.7,1265.7,7.0
2022-12-06 10:00:00,1135.0,1818.9,14091.083,1078.2,3243.65,247.2,7069.8,713.15,508.2,2810.0,17.2
2022-12-06 11:00:00,1135.0,1813.5,13584.517,924.475,3326.784,247.2,7069.8,945.625,534.7,4016.025,27.5
2022-12-06 12:00:00,1120.0,1813.4,13656.0,860.2,3203.95,247.2,6065.9,813.55,543.6,4610.7,48.1
2022-12-06 13:00:00,1120.0,1811.4,13718.25,830.525,3139.85,247.4,6066.1,868.8,543.5,4747.7,38.4
2022-12-06 14:00:00,1139.4,1809.7,14115.1,818.8,3530.95,247.9,6065.2,324.425,548.1,4300.3,31.6
2022-12-06 15:00:00,1145.0,1762.95,14555.6,828.125,3590.8,247.2,6066.1,89.725,522.7,3485.3,24.5
2022-12-06 16:00:00,1140.0,1767.3,15604.95,798.8,3692.175,246.7,6066.1,95.15,550.5,2059.775,12.5
2022-12-06 17:00:00,1141.25,1771.2,15717.35,863.025,4797.025,248.0,6066.1,163.0,551.1,535.375,9.3
2022-12-06 18:00:00,1136.25,1785.5,17054.625,958.825,5300.6,248.4,6066.1,268.275,552.4,73.2,7.9
2022-12-06 19:00:00,1130.0,1786.2,16725.45,1085.15,5425.1,248.7,6067.8,767.05,553.4,16.4,7.4
2022-12-06 20:00:00,1145.0,1784.4,16346.033,1120.4,5152.1,241.1,6067.8,1032.375,553.0,18.5,7.2
2022-12-06 21:00:00,1147.5,1784.5,16773.825,1408.175,5170.4,242.3,6066.9,394.9,553.4,25.0,7.0
2022-12-06 22:00:00,1145.0,1775.2,16429.2,1124.175,4395.1,241.2,6066.9,92.075,553.0,60.7,7.0
2022-12-06 23:00:00,1130.0,1770.9,15745.05,1125.95,3564.05,241.5,6068.8,15.025,518.2,1.0,7.0
2022-12-07 00:00:00,1132.5,1728.6,13082.725,1049.8,2922.5,243.3,6069.0,16.25,541.2,0.1,7.0
2022-12-07 01:00:00,1145.2,1725.6,12453.05,1194.7,2793.85,252.1,6066.1,96.25,510.6,0.1,7.0
2022-12-07 02:00:00,1145.0,1725.5,12387.45,1142.4,1985.05,250.9,6070.0,0.0,509.8,0.1,7.1
2022-12-07 03:00:00,1145.0,1727.4,12199.9,1171.0,2030.3,252.2,6068.1,0.0,508.0,0.1,7.0
2022-12-07 04:00:00,1145.5,1730.9,12074.1,1141.725,2166.175,243.5,6068.1,0.0,506.6,0.1,7.0
2022-12-07 05:00:00,1153.6,1736.3,12327.0,1106.75,2505.85,243.2,6067.1,0.0,506.3,0.1,7.0
2022-12-07 06:00:00,1145.75,1747.1,13623.05,1095.5,2439.6,241.1,6068.1,40.0,505.3,0.1,7.0
2022-12-07 07:00:00,1216.25,1766.2,15267.15,1112.875,3077.15,233.7,6068.1,88.275,503.3,3.8,7.1
2022-12-07 08:00:00,1215.0,1811.1,15851.725,1170.125,3285.2,232.9,6067.1,78.0,507.2,246.55,7.3
2022-12-07 09:00:00,1215.0,1803.2,15791.575,1301.0,3409.0,245.2,6069.0,78.0,508.8,1753.725,17.4
2022-12-07 10:00:00,1215.0,1804.0,15371.0,1262.8,2557.15,255.0,6069.0,133.375,509.4,3829.3,49.2
2022-12-07 11:00:00,1215.0,1799.4,14996.8,1213.15,2637.825,255.1,6067.1,78.0,508.9,5148.7,98.8
2022-12-07 12:00:00,1215.0,1786.5,14821.65,1310.075,2094.45,242.6,6065.1,40.5,507.5,5760.025,121.4
2022-12-07 13:00:00,1215.0,1775.6,14582.9,1323.65,1772.55,242.7,6064.4,244.175,509.4,5652.95,137.6
2022-12-07 14:00:00,1215.0,1771.5,14805.0,1397.925,2371.025,243.2,6062.4,28.0,503.9,5108.475,112.7
2022-12-07 15:00:00,1215.0,1774.6,15183.425,1693.45,2300.775,242.8,6063.3,553.975,496.525,4041.25,81.4
2022-12-07 16:00:00,1215.0,1788.9,15691.7,1855.75,3267.5,242.3,6060.4,149.469,492.6,2137.35,44.1
2022-12-07 17:00:00,1215.0,1786.1,15423.825,2667.95,3967.825,243.5,6061.3,225.45,487.908,453.875,19.7
2022-12-07 18:00:00,1215.0,1793.7,15764.583,2915.3,4311.9,242.9,6060.4,206.75,542.5,62.4,7.0
2022-12-07 19:00:00,1215.0,1802.7,15480.25,3663.85,4223.0,243.6,6101.3,111.75,549.6,60.8,7.0
2022-12-07 20:00:00,1215.0,1801.9,15547.975,4279.725,4236.0,242.4,6187.4,54.5,546.8,49.4,7.0
2022-12-07 21:00:00,1214.7,1794.4,15269.125,4886.675,3681.25,243.1,6344.15,245.7,526.5,46.8,7.0
2022-12-07 22:00:00,1150.0,1792.7,12427.025,5313.775,2860.725,243.3,6202.4,247.975,512.2,2.1,7.0
2022-12-07 23:00:00,1145.0,1784.05,10968.75,5615.5,1867.2,243.7,6219.9,12.5,511.0,0.9,2.0
2022-12-08 00:00:00,1144.5,1757.3,7144.075,5806.4,2621.85,257.9,6338.8,14.025,507.8,0.1,0.0
2022-12-08 01:00:00,1151.0,1723.5,6382.2,6235.7,2728.925,259.1,6366.9,217.275,504.6,0.1,0.0
2022-12-08 02:00:00,1151.85,1719.2,6183.15,6493.25,2127.85,257.8,6208.9,0.0,501.9,0.1,0.0
2022-12-08 03:00:00,1139.45,1716.3,5742.65,6846.075,2052.1,258.9,6225.175,0.0,501.8,0.1,0.0
2022-12-08 04:00:00,1132.45,1709.7,5619.25,7300.8,1968.7,258.7,6262.9,0.0,502.2,0.1,0.0
2022-12-08 05:00:00,1146.5,1713.4,5589.025,7756.075,1849.2,258.9,6291.9,0.0,498.8,0.1,0.0
2022-12-08 06:00:00,1139.6,1710.6,6045.775,8031.125,1784.5,257.3,6322.9,0.0,495.9,0.1,0.0
2022-12-08 07:00:00,1138.15,1716.0,6268.35,8319.075,1519.15,257.3,6351.9,0.0,492.1,2.6,0.1
2022-12-08 08:00:00,1150.0,1721.1,6227.9,8656.7,2207.975,256.9,6382.9,0.0,504.0,135.325,0.1
2022-12-08 09:00:00,1150.0,1716.7,6297.2,8769.725,2426.7,257.6,6413.8,314.25,497.1,923.625,5.0
2022-12-08 10:00:00,1150.0,1713.4,5408.75,8834.95,1918.6,262.4,6442.9,675.35,496.1,2102.65,7.0
2022-12-08 11:00:00,1144.2,1710.3,5294.3,8712.225,2410.8,262.7,6471.9,821.625,485.7,3082.875,5.0
2022-12-08 12:00:00,1128.0,1699.1,5276.3,8906.275,2440.6,262.4,6489.525,972.75,482.8,3694.925,0.9
2022-12-08 13:00:00,1128.0,1698.0,5274.5,8931.9,2998.925,262.4,6517.825,986.7,479.3,3709.325,1.4
2022-12-08 14:00:00,1125.0,1696.1,5346.8,8836.9,3497.8,263.1,6546.725,1060.225,475.6,3429.975,8.1
2022-12-08 15:00:00,1123.0,1696.0,5700.7,8799.175,3333.0,262.9,6576.725,1110.2,473.3,2656.725,11.8
2022-12-08 16:00:00,1125.0,1697.6,6168.7,8352.85,3182.35,261.9,6604.725,1018.2,479.5,1522.875,3.3
2022-12-08 17:00:00,1110.0,1771.7,6996.05,7940.15,2948.475,256.8,6634.725,760.2,482.2,402.8,0.2
2022-12-08 18:00:00,1116.2,1789.5,8283.2,8083.925,3579.8,256.8,6664.725,1160.5,527.0,36.8,0.0
2022-12-08 19:00:00,1135.0,1798.6,8199.6,8197.15,3984.95,256.9,6691.1,1334.65,514.3,12.6,0.0
2022-12-08 20:00:00,1120.0,1811.5,7901.225,8487.25,4083.875,257.2,6705.95,779.3,511.36,3.0,0.0
2022-12-08 21:00:00,1120.0,1793.9,7940.1,9187.5,3929.95,257.9,6698.45,241.0,510.6,1.1,0.0
2022-12-08 22:00:00,1120.0,1775.4,8148.5,9149.125,3445.95,258.3,6670.6,172.25,483.1,0.9,0.0
2022-12-08 23:00:00,1120.0,1744.0,7354.65,9712.375,3231.15,258.5,6712.2,92.0,479.2,0.8,0.0
2022-12-09 00:00:00,1133.25,1716.7,6732.55,9705.9,2188.85,263.7,6897.65,0.0,483.8,15.0,0.0
2022-12-09 01:00:00,937.833,1714.3,6018.65,9656.35,2077.4,264.9,6897.3,0.0,477.3,16.9,0.0
2022-12-09 02:00:00,900.0,1711.6,6411.9,9274.2,1872.8,263.7,6718.3,0.0,476.5,11.1,0.0
2022-12-09 03:00:00,900.0,1710.8,6236.85,9027.85,1869.6,264.9,6718.3,0.0,470.3,11.2,0.0
2022-12-09 04:00:00,897.5,1715.6,5872.1,8506.0,1925.4,264.5,6717.3,0.0,467.525,0.1,0.0
2022-12-09 05:00:00,890.0,1716.1,6057.675,8451.675,1915.8,264.9,6717.3,0.0,465.7,0.1,0.0
2022-12-09 06:00:00,895.0,1739.8,6728.9,8495.425,2245.875,262.8,6717.3,0.0,464.9,0.1,0.0
2022-12-09 07:00:00,886.25,1778.45,6897.275,7811.525,2550.75,263.0,6717.3,602.45,459.9,3.1,0.1
2022-12-09 08:00:00,892.5,1770.6,8209.25,7848.425,2641.55,262.2,6717.3,266.375,494.2,189.525,0.1
2022-12-09 09:00:00,888.75,1774.45,8590.075,7780.225,3394.0,261.7,6718.3,141.525,483.3,1066.575,0.0
2022-12-09 10:00:00,899.15,1772.0,9097.025,7571.425,3597.4,261.5,6717.8,438.175,488.5,2191.85,0.4
2022-12-09 11:00:00,900.0,1773.3,9624.7,7135.783,3324.6,261.5,6716.3,212.15,492.8,3009.875,0.6
2022-12-09 12:00:00,1059.3,1749.3,10040.7,7365.4,3263.0,261.1,6715.3,436.8,494.0,3304.725,1.1
2022-12-09 13:00:00,1050.0,1749.3,9565.2,7355.5,2986.2,261.2,6714.6,280.6,497.7,3419.3,0.8
2022-12-09 14:00:00,1109.1,1779.9,10081.825,7150.425,3002.975,261.8,6712.6,255.25,500.3,3026.675,0.9
2022-12-09 15:00:00,1100.0,1783.8,9794.95,6974.625,2921.4,261.3,6712.5,269.375,513.4,2485.425,0.6
2022-12-09 16:00:00,995.0,1791.6,9765.6,7074.675,3247.85,260.7,6740.5,651.825,503.4,1408.075,0.9
2022-12-09 17:00:00,1025.0,1795.1,9279.325,7311.575,3663.2,258.2,6770.5,755.325,513.3,401.5,1.0
2022-12-09 18:00:00,1025.0,1799.6,9284.05,7601.05,4404.3,258.1,6785.0,835.75,520.6,39.7,0.4
2022-12-09 19:00:00,1075.0,1802.8,9063.425,8135.025,4415.75,259.2,6661.5,1031.175,522.1,52.0,0.0
2022-12-09 20:00:00,1121.9,1864.95,8641.35,8964.9,4433.3,259.1,6752.6,473.925,508.8,3.7,0.0
2022-12-09 21:00:00,1105.0,1843.95,8867.2,9546.6,3982.05,261.5,6672.1,98.3,508.0,2.1,0.0
2022-12-09 22:00:00,1103.75,1819.7,7326.125,10586.075,2640.4,264.4,6711.35,61.025,468.5,0.8,0.0
2022-12-09 23:00:00,1115.0,1804.625,6374.625,11647.625,2305.25,264.9,6718.125,44.5,486.7,0.7,0.0
2022-12-10 00:00:00,1115.0,1734.8,4223.05,12990.45,2206.85,263.4,6697.7,0.0,466.1,11.3,0.0
2022-12-10 01:00:00,1106.5,1734.3,3595.225,13934.3,1870.55,264.6,6696.7,50.0,460.4,11.5,0.0
2022-12-10 02:00:00,1081.0,1720.6,3156.725,14091.5,1696.125,263.5,6697.7,50.0,459.8,8.4,0.0
2022-12-10 03:00:00,1045.0,1721.0,2856.925,13231.535,1592.775,264.8,6698.7,50.0,464.5,5.8,0.0
2022-12-10 04:00:00,1069.175,1710.7,3189.025,12827.2,1654.35,264.8,6699.7,50.0,472.7,0.1,0.0
2022-12-10 05:00:00,1070.0,1697.0,2995.325,12873.7,1709.4,265.8,6698.7,50.0,468.9,0.1,0.0
2022-12-10 06:00:00,1115.0,1670.2,4097.975,12186.175,1810.975,264.8,6698.7,55.25,469.6,0.1,0.0
2022-12-10 07:00:00,1115.0,1671.9,4438.25,11526.4,1944.7,265.0,6698.7,60.25,467.5,2.4,0.1
2022-12-10 08:00:00,1115.0,1688.7,4456.85,11264.725,2241.15,264.0,6697.7,28.0,471.9,242.15,0.0
2022-12-10 09:00:00,1115.0,1654.8,4402.075,10473.325,3107.7,263.6,6697.7,28.0,476.1,1921.025,0.1
2022-12-10 10:00:00,1121.225,1638.6,4447.7,10371.625,3045.05,263.5,6697.7,49.4,473.9,4324.925,2.3
2022-12-10 11:00:00,1123.75,1622.4,4194.925,10543.05,2125.3,263.8,6695.7,37.525,472.7,5683.5,42.9
2022-12-10 12:00:00,1125.0,1626.225,4097.0,11133.084,2019.138,263.5,6692.7,78.3,474.0,6223.731,78.9
